Date,Open,High,Low,Close,Volume,Adj Close
1984-12-01,1.1643370389938354,1.3993079662322998,1.118744969367981,1.3431960344314575,418775746,0.5155351161956787
1985-03-01,1.3431960344314575,1.525562047958374,1.339689016342163,1.5185480117797852,415147326,0.5872007608413696
1985-06-01,1.529068946838379,1.683377981185913,1.5010119676589966,1.6237590312957764,433481885,0.6320986151695251
1985-09-01,1.6237590312957764,1.778067946434021,1.476462960243225,1.7465050220489502,316627583,0.6840820908546448
1985-12-01,1.7500120401382446,2.0200541019439697,1.7009129524230957,1.9814770221710205,536196767,0.7811338901519775
1986-03-01,1.9814770221710205,2.6197569370269775,1.9744620323181152,2.595207929611206,473569130,1.0284509658813477
1986-06-01,2.5811800956726074,3.0861940383911133,2.4970109462738037,2.784588098526001,392774458,1.109136939048767
1986-09-01,2.784588098526001,2.7986159324645996,2.2865889072418213,2.6443068981170654,507450998,1.0577949285507202
1986-12-01,2.6372931003570557,3.514051914215088,2.560137987136841,3.3807849884033203,531445610,1.3587298393249512
1987-03-01,3.394813060760498,3.759545087814331,3.023066997528076,3.3737709522247314,569372908,1.361673355102539
1987-06-01,3.401827096939087,3.7244739532470703,3.289602041244507,3.5210659503936768,453019384,1.4267065525054932
1987-09-01,3.5491230487823486,3.640305995941162,2.244503974914551,2.419856071472168,662106071,0.9843581914901733
1987-12-01,2.482983112335205,2.924870014190674,2.370758056640625,2.917855978012085,453792827,1.1869361400604248
1988-03-01,2.917855978012085,2.9388980865478516,2.4058279991149902,2.602221965789795,586399386,1.0641570091247559
1988-06-01,2.623265027999878,2.7635459899902344,2.440898895263672,2.6162500381469727,650117681,1.076287865638733
1988-09-01,2.609236001968384,2.7635459899902344,2.475969076156616,2.5811800956726074,487279064,1.0689079761505127
1988-12-01,2.5811800956726074,2.959939956665039,2.546109914779663,2.8687570095062256,449098698,1.1958403587341309
1989-03-01,2.889799118041992,3.4158549308776855,2.8266730308532715,3.324671983718872,423984916,1.3946505784988403
1989-06-01,3.317657947540283,3.703432083129883,3.100222110748291,3.5491230487823486,375199081,1.4983607530593872
1989-09-01,3.5491230487823486,3.948925018310547,3.4088408946990967,3.8857979774475098,386485318,1.6501426696777344
1989-12-01,3.8928120136260986,3.941910982131958,3.507038116455078,3.5982210636138916,463334357,1.5360904932022095
1990-03-01,3.5912070274353027,4.201432228088379,3.5210659503936768,4.201432228088379,428094503,1.8027980327606201
1990-06-01,4.264557838439941,5.120275974273682,3.871769905090332,4.489008903503418,455577635,1.938298225402832
1990-09-01,4.404839992523193,5.008049964904785,4.166360855102539,4.895824909210205,382496915,2.124675989151001
1990-12-01,4.96596622467041,5.372782230377197,4.404839992523193,5.204444885253906,369180829,2.2701313495635986
1991-03-01,5.148332118988037,6.06016206741333,5.050135135650635,5.765571117401123,384927734,2.5279581546783447
1991-06-01,5.723485946655273,6.200442790985107,5.4709792137146,6.0882182121276855,311650088,2.6828384399414062
1991-09-01,6.116273880004883,6.887823104858398,5.9058518409729,6.466978073120117,274660187,2.863478183746338
1991-12-01,6.396838188171387,7.827709197998047,6.368781089782715,7.140329837799072,369999718,3.1764698028564453
1992-03-01,7.140329837799072,7.631315231323242,6.593232154846191,7.4770050048828125,345718192,3.3387949466705322
1992-06-01,7.462976932525635,7.603259086608887,5.863768100738525,6.845737934112549,390470612,3.0716826915740967
1992-09-01,6.845737934112549,7.15435791015625,5.94793701171875,6.901851177215576,292998310,3.1126208305358887
