Date,Open,High,Low,Close,Volume,Adj Close
1985-01-01,2.242187976837158,2.632812976837158,2.195312976837158,2.625,422113600,1.017388105392456
1985-04-01,2.609375,2.992187976837158,2.523437976837158,2.898437976837158,433584000,1.1319361925125122
1985-07-01,2.90625,3.070312976837158,2.671875,2.773437976837158,366440000,1.090681552886963
1985-10-01,2.765625,3.453125,2.695312976837158,3.289062976837158,525156800,1.3026608228683472
1986-01-01,3.28125,3.65625,2.859375,3.585937976837158,983793600,1.4295790195465088
1986-04-01,3.609375,4.609375,3.304687976837158,4.539062976837158,623462400,1.8216373920440674
1986-07-01,4.539062976837158,4.65625,3.765625,4.0,512966400,1.6134380102157593
1986-10-01,4.03125,4.5,3.867187976837158,4.101562976837158,424057600,1.6624013185501099
1987-01-01,4.101562976837158,5.90625,4.101562976837158,5.53125,651140800,2.2532758712768555
1987-04-01,5.484375,5.953125,5.015625,5.742187976837158,507020800,2.3489363193511963
1987-07-01,5.75,6.585937976837158,5.570312976837158,5.96875,555094400,2.454089879989624
1987-10-01,6.0,6.21875,3.453125,4.679687976837158,642153600,1.932157278060913
1988-01-01,4.742187976837158,5.414062976837158,4.351562976837158,4.960937976837158,546820800,2.059478521347046
1988-04-01,4.929687976837158,5.257812976837158,4.328125,4.960937976837158,473480000,2.0700814723968506
1988-07-01,4.96875,5.421875,4.75,5.367187976837158,352512000,2.255371332168579
1988-10-01,5.359375,5.507812976837158,5.039062976837158,5.320312976837158,310590400,2.2497782707214355
1989-01-01,5.3125,5.84375,5.1875,5.671875,386816000,2.412957191467285
1989-04-01,5.679687976837158,6.71875,5.617187976837158,5.984375,377307200,2.5602848529815674
1989-07-01,6.09375,6.859375,5.984375,6.84375,350028800,2.9448609352111816
1989-10-01,6.78125,7.4375,6.3125,7.421875,320960800,3.2115821838378906
1990-01-01,7.34375,7.59375,6.390625,7.015625,322049600,3.0517728328704834
1990-04-01,6.96875,8.53125,6.9375,8.46875,329634400,3.703141212463379
1990-07-01,8.46875,9.265625,7.5,7.90625,387184000,3.4765536785125732
1990-10-01,8.0,9.015625,7.921875,8.96875,347719200,3.963683843612671
1991-01-01,8.921875,12.4375,8.171875,11.984375,452448800,5.323744297027588
1991-04-01,11.953125,12.546875,10.25,10.4375,419440000,4.656408309936523
1991-07-01,10.5625,11.703125,10.21875,11.046875,273628000,4.949697017669678
1991-10-01,11.0625,14.53125,10.59375,14.3125,332299200,6.440828800201416
1992-01-01,14.0625,14.671875,11.75,12.1875,365186400,5.506686210632324
1992-04-01,12.125,12.84375,10.75,11.1875,406731600,5.073912143707275
1992-07-01,11.15625,13.21875,11.15625,11.78125,233681200,5.369195461273193
1992-10-01,11.84375,13.6875,10.8125,12.625,242673200,5.780792713165283
1993-01-01,12.5625,12.59375,9.40625,10.65625,435996800,4.902225494384766
1993-04-01,10.65625,11.4375,9.59375,10.375,317042400,4.797429084777832
1993-07-01,10.3125,10.4375,8.90625,9.84375,382282800,4.578305721282959
1993-10-01,9.8125,11.40625,9.625,11.21875,268203600,5.255249500274658
1994-01-01,11.1875,11.4375,9.0,9.4375,290797600,4.447667121887207
1994-04-01,9.125,11.21875,9.0625,10.71875,270881200,5.082486629486084
1994-07-01,10.78125,13.09375,10.5625,12.9375,332214000,6.177588939666748
1994-10-01,12.96875,14.125,12.375,13.6875,300642800,6.575540065765381
1995-01-01,13.65625,15.75,13.40625,14.875,278991200,7.185245037078857
1995-04-01,14.84375,17.8125,14.59375,16.875,278889600,8.192378997802734
1995-07-01,16.8125,18.71875,16.09375,18.53125,220950000,9.041312217712402
1995-10-01,18.40625,23.09375,18.28125,21.375,260714000,10.477987289428711
1996-01-01,21.375,25.09375,20.78125,23.0625,401929600,11.351224899291992
1996-04-01,23.28125,25.375,21.40625,24.75,300014000,12.223122596740723
1996-07-01,24.875,26.6875,22.0625,25.625,206980200,12.706478118896484
1996-10-01,25.625,27.0,23.5625,24.875,259535000,12.37885856628418
1997-01-01,24.9375,31.375,24.3125,26.4375,326046000,13.205742835998535
1997-04-01,26.4375,33.25,25.5625,32.1875,298470000,16.128253936767578
1997-07-01,32.1875,32.9375,27.5625,28.84375,364907600,14.504471778869629
1997-10-01,29.0625,33.65625,26.5,32.9375,318530600,16.625057220458984
1998-01-01,32.53125,38.21875,31.6875,36.71875,269019400,18.601905822753906
1998-04-01,36.65625,38.9375,33.53125,37.0,264992200,18.804180145263672
1998-07-01,36.875,40.40625,34.0625,39.125,313710400,19.9532527923584
1998-10-01,38.5625,44.875,36.3125,41.9375,340596200,21.458412170410156
1999-01-01,41.46875,47.0,38.5,46.75,293282200,23.991891860961914
1999-04-01,46.625,51.5,43.90625,49.0,285489400,25.221811294555664
1999-07-01,48.6875,52.9375,45.0,45.9375,291535800,23.71515655517578
1999-10-01,46.0625,53.4375,45.0625,46.625,360862200,24.141435623168945
2000-01-01,46.5625,48.46875,33.0625,35.125,619843600,18.236156463623047
2000-04-01,35.3125,50.9921875,35.0,50.9375,440881200,26.54094696044922
2000-07-01,50.625,50.71875,45.125,46.96875,330937400,24.56184959411621
2000-10-01,47.09375,52.96875,44.59375,52.53125,420341000,27.561626434326172
2001-01-01,52.0,52.34375,40.25,43.73500061035156,580714400,23.024721145629883
2001-04-01,43.75,54.20000076293945,42.595001220703125,49.959999084472656,581842100,26.39020347595215
2001-07-01,50.099998474121094,57.599998474121094,50.0,55.400001525878906,503735200,29.368783950805664
2001-10-01,55.400001525878906,60.970001220703125,53.04999923706055,59.099998474121094,495704400,31.433319091796875
2002-01-01,58.900001525878906,65.88999938964844,54.70000076293945,64.94999694824219,418376700,34.64867401123047
2002-04-01,64.19999694824219,65.29000091552734,52.0,52.2599983215332,508228300,27.96563720703125
2002-07-01,51.70000076293945,56.5,41.400001525878906,54.08000183105469,649641300,29.037878036499023
2002-10-01,54.95000076293945,61.29999923706055,53.0,53.709999084472656,501271700,28.945226669311523
2003-01-01,54.25,58.68000030517578,49.099998474121094,57.869998931884766,456278600,31.293224334716797
2003-04-01,57.869998931884766,59.08000183105469,50.75,51.70000076293945,537988400,28.07189178466797
